CHSA_Name,Facility,CHSA.Facility,duration,distance,chsa.long,chsa.lat,hosp.long,hosp.lat,dist.hav,CHSA_CD,CHSA_Title,CHSA_TITLE,LHA_CD,LHA_Name,LHA_Title,HA_CD,HA_ID,HA_Name,HA_Title,CHSA_UR_CLASS,CHSA_Pop2021,CHSA_AreaKm2,UR,service_type,appt_time,parking_cost,subunit_LP,subunit_IC,subunit_OOP,unit_cost
Agassiz/Harrison,Mission Memorial Hospital,Agassiz/Harrison - Mission Memorial Hospital,7.447222222222221,230.3644,-122.123563194002,49.6980792410602,-122.331733,49.135186,64.44890409623441,2150,2150 Agassiz/Harrison,2150 Agassiz/Harrison,215,Agassiz/Harrison,215 Agassiz/Harrison,2,2 FHA,Fraser,2 Fraser,5 - Rural Hub,10497,4111.86455384,Rural,MD,0.76,3,250.64856666666662,125.32428333333331,113.574912,489.5477619999999
Agassiz/Harrison,Mission Memorial Hospital,Agassiz/Harrison - Mission Memorial Hospital,7.447222222222221,230.3644,-122.123563194002,49.6980792410602,-122.331733,49.135186,64.44890409623441,2150,2150 Agassiz/Harrison,2150 Agassiz/Harrison,215,Agassiz/Harrison,215 Agassiz/Harrison,2,2 FHA,Fraser,2 Fraser,5 - Rural Hub,10497,4111.86455384,Rural,ED_CTAS_1,3.9,7.5,346.5441666666666,173.2720833333333,133.07491199999998,652.8911619999999
Agassiz/Harrison,Mission Memorial Hospital,Agassiz/Harrison - Mission Memorial Hospital,7.447222222222221,230.3644,-122.123563194002,49.6980792410602,-122.331733,49.135186,64.44890409623441,2150,2150 Agassiz/Harrison,2150 Agassiz/Harrison,215,Agassiz/Harrison,215 Agassiz/Harrison,2,2 FHA,Fraser,2 Fraser,5 - Rural Hub,10497,4111.86455384,Rural,ED_CTAS_4,2.7,7.5,309.89616666666666,154.94808333333333,133.07491199999998,597.9191619999999
Agassiz/Harrison,Mission Memorial Hospital,Agassiz/Harrison - Mission Memorial Hospital,7.447222222222221,230.3644,-122.123563194002,49.6980792410602,-122.331733,49.135186,64.44890409623441,2150,2150 Agassiz/Harrison,2150 Agassiz/Harrison,215,Agassiz/Harrison,215 Agassiz/Harrison,2,2 FHA,Fraser,2 Fraser,5 - Rural Hub,10497,4111.86455384,Rural,Hosp,53.6,16.5,1864.3821666666668,932.1910833333334,172.07491199999998,2968.6481620000004
Agassiz/Harrison,Mission Memorial Hospital,Agassiz/Harrison - Mission Memorial Hospital,7.447222222222221,230.3644,-122.123563194002,49.6980792410602,-122.331733,49.135186,64.44890409623441,2150,2150 Agassiz/Harrison,2150 Agassiz/Harrison,215,Agassiz/Harrison,215 Agassiz/Harrison,2,2 FHA,Fraser,2 Fraser,5 - Rural Hub,10497,4111.86455384,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Alberni Valley/Bamfield,West Coast General Hospital,Alberni Valley/Bamfield - West Coast General Hospital,3.4992777777777775,81.23360000000001,-125.014510163112,49.1422916560922,-124.781792,49.248801,20.66812402329203,4262,4262 Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4721,3492.7097914,Rural,MD,0.76,2,130.07834333333332,65.03917166666666,40.992128,236.10964299999998
Alberni Valley/Bamfield,West Coast General Hospital,Alberni Valley/Bamfield - West Coast General Hospital,3.4992777777777775,81.23360000000001,-125.014510163112,49.1422916560922,-124.781792,49.248801,20.66812402329203,4262,4262 Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4721,3492.7097914,Rural,ED_CTAS_1,3.9,4.5,225.97394333333332,112.98697166666666,58.492128,397.453043
Alberni Valley/Bamfield,West Coast General Hospital,Alberni Valley/Bamfield - West Coast General Hospital,3.4992777777777775,81.23360000000001,-125.014510163112,49.1422916560922,-124.781792,49.248801,20.66812402329203,4262,4262 Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4721,3492.7097914,Rural,ED_CTAS_4,2.7,4.5,189.32594333333333,94.66297166666666,58.492128,342.481043
Alberni Valley/Bamfield,West Coast General Hospital,Alberni Valley/Bamfield - West Coast General Hospital,3.4992777777777775,81.23360000000001,-125.014510163112,49.1422916560922,-124.781792,49.248801,20.66812402329203,4262,4262 Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4721,3492.7097914,Rural,Hosp,53.6,26.75,1743.8119433333334,871.9059716666667,110.74212800000001,2726.460043
Alberni Valley/Bamfield,West Coast General Hospital,Alberni Valley/Bamfield - West Coast General Hospital,3.4992777777777775,81.23360000000001,-125.014510163112,49.1422916560922,-124.781792,49.248801,20.66812402329203,4262,4262 Alberni Valley/Bamfield,4262 Alberni Valley/Bamfield,426,Alberni/Clayoquot,426 Alberni/Clayoquot,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 - Rural,4721,3492.7097914,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Aldergrove/Otter,Langley Memorial Hospital,Aldergrove/Otter - Langley Memorial Hospital,0.37011111111111106,19.077599999999997,-122.50969292176,49.0578527414794,-122.613957,49.093175,8.559664456390866,2315,2315 Aldergrove/Otter,2315 Aldergrove/Otter,231,Langley,231 Langley,2,2 FHA,Fraser,2 Fraser,4 - Small Urban,13868,16.3972796393,Urban,MD,0.76,3,34.51359333333333,17.256796666666666,12.157247999999997,63.927637999999995
Aldergrove/Otter,Langley Memorial Hospital,Aldergrove/Otter - Langley Memorial Hospital,0.37011111111111106,19.077599999999997,-122.50969292176,49.0578527414794,-122.613957,49.093175,8.559664456390866,2315,2315 Aldergrove/Otter,2315 Aldergrove/Otter,231,Langley,231 Langley,2,2 FHA,Fraser,2 Fraser,4 - Small Urban,13868,16.3972796393,Urban,ED_CTAS_1,3.9,7.5,130.40919333333335,65.20459666666667,31.657247999999996,227.27103800000003
Aldergrove/Otter,Langley Memorial Hospital,Aldergrove/Otter - Langley Memorial Hospital,0.37011111111111106,19.077599999999997,-122.50969292176,49.0578527414794,-122.613957,49.093175,8.559664456390866,2315,2315 Aldergrove/Otter,2315 Aldergrove/Otter,231,Langley,231 Langley,2,2 FHA,Fraser,2 Fraser,4 - Small Urban,13868,16.3972796393,Urban,ED_CTAS_4,2.7,7.5,93.76119333333334,46.88059666666667,31.657247999999996,172.299038
Aldergrove/Otter,Langley Memorial Hospital,Aldergrove/Otter - Langley Memorial Hospital,0.37011111111111106,19.077599999999997,-122.50969292176,49.0578527414794,-122.613957,49.093175,8.559664456390866,2315,2315 Aldergrove/Otter,2315 Aldergrove/Otter,231,Langley,231 Langley,2,2 FHA,Fraser,2 Fraser,4 - Small Urban,13868,16.3972796393,Urban,Hosp,53.6,16.5,1648.2471933333331,824.1235966666666,70.657248,2543.028038
Aldergrove/Otter,Langley Memorial Hospital,Aldergrove/Otter - Langley Memorial Hospital,0.37011111111111106,19.077599999999997,-122.50969292176,49.0578527414794,-122.613957,49.093175,8.559664456390866,2315,2315 Aldergrove/Otter,2315 Aldergrove/Otter,231,Langley,231 Langley,2,2 FHA,Fraser,2 Fraser,4 - Small Urban,13868,16.3972796393,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Armstrong/Spallumcheen,Vernon Jubilee Hospital,Armstrong/Spallumcheen - Vernon Jubilee Hospital,0.7963333333333333,51.8346,-119.21221788411,50.4457961455349,-119.273751,50.256925,21.474530658832503,1350,1350 Armstrong/Spallumcheen,1350 Armstrong/Spallumcheen,135,Armstrong/Spallumcheen,135 Armstrong/Spallumcheen,1,1 IHA,Interior,1 Interior,5 - Rural Hub,10630,263.752390277,Rural,MD,0.76,3,47.53042,23.76521,27.880608,99.176238
Armstrong/Spallumcheen,Vernon Jubilee Hospital,Armstrong/Spallumcheen - Vernon Jubilee Hospital,0.7963333333333333,51.8346,-119.21221788411,50.4457961455349,-119.273751,50.256925,21.474530658832503,1350,1350 Armstrong/Spallumcheen,1350 Armstrong/Spallumcheen,135,Armstrong/Spallumcheen,135 Armstrong/Spallumcheen,1,1 IHA,Interior,1 Interior,5 - Rural Hub,10630,263.752390277,Rural,ED_CTAS_1,3.9,4.5,143.42602,71.71301,44.380607999999995,259.519638
Armstrong/Spallumcheen,Vernon Jubilee Hospital,Armstrong/Spallumcheen - Vernon Jubilee Hospital,0.7963333333333333,51.8346,-119.21221788411,50.4457961455349,-119.273751,50.256925,21.474530658832503,1350,1350 Armstrong/Spallumcheen,1350 Armstrong/Spallumcheen,135,Armstrong/Spallumcheen,135 Armstrong/Spallumcheen,1,1 IHA,Interior,1 Interior,5 - Rural Hub,10630,263.752390277,Rural,ED_CTAS_4,2.7,4.5,106.77802,53.38901,44.380607999999995,204.547638
Armstrong/Spallumcheen,Vernon Jubilee Hospital,Armstrong/Spallumcheen - Vernon Jubilee Hospital,0.7963333333333333,51.8346,-119.21221788411,50.4457961455349,-119.273751,50.256925,21.474530658832503,1350,1350 Armstrong/Spallumcheen,1350 Armstrong/Spallumcheen,135,Armstrong/Spallumcheen,135 Armstrong/Spallumcheen,1,1 IHA,Interior,1 Interior,5 - Rural Hub,10630,263.752390277,Rural,Hosp,53.6,12,1661.26402,830.63201,81.880608,2573.776638
Armstrong/Spallumcheen,Vernon Jubilee Hospital,Armstrong/Spallumcheen - Vernon Jubilee Hospital,0.7963333333333333,51.8346,-119.21221788411,50.4457961455349,-119.273751,50.256925,21.474530658832503,1350,1350 Armstrong/Spallumcheen,1350 Armstrong/Spallumcheen,135,Armstrong/Spallumcheen,135 Armstrong/Spallumcheen,1,1 IHA,Interior,1 Interior,5 - Rural Hub,10630,263.752390277,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Arrow Lakes,Arrow Lakes Hospital,Arrow Lakes - Arrow Lakes Hospital,0.11816666666666667,3.3478000000000003,-117.783956124524,50.2401491943183,-117.794638,50.238724,0.776897876547076,1240,1240 Arrow Lakes,1240 Arrow Lakes,124,Arrow Lakes,124 Arrow Lakes,1,1 IHA,Interior,1 Interior,6 - Rural,4689,7391.98357074,Rural,MD,0.76,3,26.819209999999998,13.409604999999999,4.606944,44.835758999999996
Arrow Lakes,Arrow Lakes Hospital,Arrow Lakes - Arrow Lakes Hospital,0.11816666666666667,3.3478000000000003,-117.783956124524,50.2401491943183,-117.794638,50.238724,0.776897876547076,1240,1240 Arrow Lakes,1240 Arrow Lakes,124,Arrow Lakes,124 Arrow Lakes,1,1 IHA,Interior,1 Interior,6 - Rural,4689,7391.98357074,Rural,ED_CTAS_1,3.9,4.5,122.71481,61.357405,21.106944,205.179159
Arrow Lakes,Arrow Lakes Hospital,Arrow Lakes - Arrow Lakes Hospital,0.11816666666666667,3.3478000000000003,-117.783956124524,50.2401491943183,-117.794638,50.238724,0.776897876547076,1240,1240 Arrow Lakes,1240 Arrow Lakes,124,Arrow Lakes,124 Arrow Lakes,1,1 IHA,Interior,1 Interior,6 - Rural,4689,7391.98357074,Rural,ED_CTAS_4,2.7,4.5,86.06681,43.033405,21.106944,150.207159
Arrow Lakes,Arrow Lakes Hospital,Arrow Lakes - Arrow Lakes Hospital,0.11816666666666667,3.3478000000000003,-117.783956124524,50.2401491943183,-117.794638,50.238724,0.776897876547076,1240,1240 Arrow Lakes,1240 Arrow Lakes,124,Arrow Lakes,124 Arrow Lakes,1,1 IHA,Interior,1 Interior,6 - Rural,4689,7391.98357074,Rural,Hosp,53.6,12,1640.55281,820.276405,58.606944,2519.436159
Arrow Lakes,Arrow Lakes Hospital,Arrow Lakes - Arrow Lakes Hospital,0.11816666666666667,3.3478000000000003,-117.783956124524,50.2401491943183,-117.794638,50.238724,0.776897876547076,1240,1240 Arrow Lakes,1240 Arrow Lakes,124,Arrow Lakes,124 Arrow Lakes,1,1 IHA,Interior,1 Interior,6 - Rural,4689,7391.98357074,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Bella Coola Valley,Bella Coola General Hospital,Bella Coola Valley - Bella Coola General Hospital,1.4246111111111113,63.8836,-126.353603889079,52.345260134156,-126.762576,52.372895,27.973201137239155,3360,3360 Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 - Remote,2796,25204.5471908,Rural,MD,0.76,8,66.71802333333333,33.35901166666667,38.664128,138.741163
Bella Coola Valley,Bella Coola General Hospital,Bella Coola Valley - Bella Coola General Hospital,1.4246111111111113,63.8836,-126.353603889079,52.345260134156,-126.762576,52.372895,27.973201137239155,3360,3360 Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 - Remote,2796,25204.5471908,Rural,ED_CTAS_1,3.9,18,162.61362333333335,81.30681166666668,63.664128,307.584563
Bella Coola Valley,Bella Coola General Hospital,Bella Coola Valley - Bella Coola General Hospital,1.4246111111111113,63.8836,-126.353603889079,52.345260134156,-126.762576,52.372895,27.973201137239155,3360,3360 Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 - Remote,2796,25204.5471908,Rural,ED_CTAS_4,2.7,18,125.96562333333334,62.98281166666667,63.664128,252.61256300000002
Bella Coola Valley,Bella Coola General Hospital,Bella Coola Valley - Bella Coola General Hospital,1.4246111111111113,63.8836,-126.353603889079,52.345260134156,-126.762576,52.372895,27.973201137239155,3360,3360 Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 - Remote,2796,25204.5471908,Rural,Hosp,53.6,37.5,1680.4516233333334,840.2258116666667,113.164128,2633.841563
Bella Coola Valley,Bella Coola General Hospital,Bella Coola Valley - Bella Coola General Hospital,1.4246111111111113,63.8836,-126.353603889079,52.345260134156,-126.762576,52.372895,27.973201137239155,3360,3360 Bella Coola Valley,3360 Bella Coola Valley,336,Bella Coola Valley,336 Bella Coola Valley,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,7 - Remote,2796,25204.5471908,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Blundell,Richmond Hospital,Blundell - Richmond Hospital,0.16522222222222221,6.247,-123.158163316093,49.1498114712805,-123.147547,49.170162,2.3936091395184453,3112,3112 Blundell,3112 Blundell,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,18063,4.59663527296,Urban,MD,0.76,8,28.256286666666664,14.128143333333332,10.99856,53.38298999999999
Blundell,Richmond Hospital,Blundell - Richmond Hospital,0.16522222222222221,6.247,-123.158163316093,49.1498114712805,-123.147547,49.170162,2.3936091395184453,3112,3112 Blundell,3112 Blundell,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,18063,4.59663527296,Urban,ED_CTAS_1,3.9,18,124.15188666666667,62.075943333333335,35.99856,222.22639
Blundell,Richmond Hospital,Blundell - Richmond Hospital,0.16522222222222221,6.247,-123.158163316093,49.1498114712805,-123.147547,49.170162,2.3936091395184453,3112,3112 Blundell,3112 Blundell,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,18063,4.59663527296,Urban,ED_CTAS_4,2.7,18,87.50388666666667,43.75194333333334,35.99856,167.25439
Blundell,Richmond Hospital,Blundell - Richmond Hospital,0.16522222222222221,6.247,-123.158163316093,49.1498114712805,-123.147547,49.170162,2.3936091395184453,3112,3112 Blundell,3112 Blundell,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,18063,4.59663527296,Urban,Hosp,53.6,37.5,1641.9898866666665,820.9949433333333,85.49856,2548.48339
Blundell,Richmond Hospital,Blundell - Richmond Hospital,0.16522222222222221,6.247,-123.158163316093,49.1498114712805,-123.147547,49.170162,2.3936091395184453,3112,3112 Blundell,3112 Blundell,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,18063,4.59663527296,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Bowen Island/Lions Bay,Lions Gate Hospital,Bowen Island/Lions Bay - Lions Gate Hospital,0.7496666666666666,48.1574,-123.251930288734,49.4172446343128,-123.068318,49.320214,17.1413939729583,3323,3323 Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 - Rural,5750,130.965780569,Rural,MD,0.76,8,46.105219999999996,23.052609999999998,31.115552,100.273382
Bowen Island/Lions Bay,Lions Gate Hospital,Bowen Island/Lions Bay - Lions Gate Hospital,0.7496666666666666,48.1574,-123.251930288734,49.4172446343128,-123.068318,49.320214,17.1413939729583,3323,3323 Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 - Rural,5750,130.965780569,Rural,ED_CTAS_1,3.9,18,142.00082,71.00041,56.115552,269.116782
Bowen Island/Lions Bay,Lions Gate Hospital,Bowen Island/Lions Bay - Lions Gate Hospital,0.7496666666666666,48.1574,-123.251930288734,49.4172446343128,-123.068318,49.320214,17.1413939729583,3323,3323 Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 - Rural,5750,130.965780569,Rural,ED_CTAS_4,2.7,18,105.35282000000001,52.676410000000004,56.115552,214.14478200000002
Bowen Island/Lions Bay,Lions Gate Hospital,Bowen Island/Lions Bay - Lions Gate Hospital,0.7496666666666666,48.1574,-123.251930288734,49.4172446343128,-123.068318,49.320214,17.1413939729583,3323,3323 Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 - Rural,5750,130.965780569,Rural,Hosp,53.6,37.5,1659.8388200000002,829.9194100000001,105.61555200000001,2595.3737820000006
Bowen Island/Lions Bay,Lions Gate Hospital,Bowen Island/Lions Bay - Lions Gate Hospital,0.7496666666666666,48.1574,-123.251930288734,49.4172446343128,-123.068318,49.320214,17.1413939729583,3323,3323 Bowen Island/Lions Bay,3323 Bowen Island/Lions Bay,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 - Rural,5750,130.965780569,Rural,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Brentwood/Willingdon/Parkcrest,Burnaby Hospital,Brentwood/Willingdon/Parkcrest - Burnaby Hospital,0.22944444444444445,7.8918,-122.992752827996,49.2648009307611,-123.016837,49.248776,2.498833392981457,2222,2222 Brentwood/Willingdon/Parkcrest,2222 Brentwood/Willingdon/Parkcrest,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,30004,8.85481541785,Urban,MD,0.76,3,30.217633333333332,15.108816666666666,6.788064,52.11451399999999
Brentwood/Willingdon/Parkcrest,Burnaby Hospital,Brentwood/Willingdon/Parkcrest - Burnaby Hospital,0.22944444444444445,7.8918,-122.992752827996,49.2648009307611,-123.016837,49.248776,2.498833392981457,2222,2222 Brentwood/Willingdon/Parkcrest,2222 Brentwood/Willingdon/Parkcrest,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,30004,8.85481541785,Urban,ED_CTAS_1,3.9,7.5,126.11323333333333,63.05661666666666,26.288064,215.457914
Brentwood/Willingdon/Parkcrest,Burnaby Hospital,Brentwood/Willingdon/Parkcrest - Burnaby Hospital,0.22944444444444445,7.8918,-122.992752827996,49.2648009307611,-123.016837,49.248776,2.498833392981457,2222,2222 Brentwood/Willingdon/Parkcrest,2222 Brentwood/Willingdon/Parkcrest,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,30004,8.85481541785,Urban,ED_CTAS_4,2.7,7.5,89.46523333333333,44.732616666666665,26.288064,160.48591399999998
Brentwood/Willingdon/Parkcrest,Burnaby Hospital,Brentwood/Willingdon/Parkcrest - Burnaby Hospital,0.22944444444444445,7.8918,-122.992752827996,49.2648009307611,-123.016837,49.248776,2.498833392981457,2222,2222 Brentwood/Willingdon/Parkcrest,2222 Brentwood/Willingdon/Parkcrest,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,30004,8.85481541785,Urban,Hosp,53.6,16.5,1643.9512333333334,821.9756166666667,65.28806399999999,2531.214914
Brentwood/Willingdon/Parkcrest,Burnaby Hospital,Brentwood/Willingdon/Parkcrest - Burnaby Hospital,0.22944444444444445,7.8918,-122.992752827996,49.2648009307611,-123.016837,49.248776,2.498833392981457,2222,2222 Brentwood/Willingdon/Parkcrest,2222 Brentwood/Willingdon/Parkcrest,222,Burnaby,222 Burnaby,2,2 FHA,Fraser,2 Fraser,1 - Metropolitan,30004,8.85481541785,Urban,Virtual,0.62,NA,18.9348,9.4674,1.25,29.6522
Broadmoor,Richmond Hospital,Broadmoor - Richmond Hospital,0.24116666666666667,9.1072,-123.131012316475,49.1445233193358,-123.147547,49.170162,3.097547514659704,3113,3113 Broadmoor,3113 Broadmoor,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,23051,6.02076936218,Urban,MD,0.76,8,30.57563,15.287815,12.371456,58.234901
Broadmoor,Richmond Hospital,Broadmoor - Richmond Hospital,0.24116666666666667,9.1072,-123.131012316475,49.1445233193358,-123.147547,49.170162,3.097547514659704,3113,3113 Broadmoor,3113 Broadmoor,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,23051,6.02076936218,Urban,ED_CTAS_1,3.9,18,126.47123,63.235615,37.371456,227.078301
Broadmoor,Richmond Hospital,Broadmoor - Richmond Hospital,0.24116666666666667,9.1072,-123.131012316475,49.1445233193358,-123.147547,49.170162,3.097547514659704,3113,3113 Broadmoor,3113 Broadmoor,311,Richmond,311 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 - Metropolitan,23051,6.02076936218,Urban,ED_CTAS_4,2.7,18,89.82323,44.911615,37.371456,172.106301
